,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
488,"Sep 20, 2019",True,False,False,False,https://www.youtube.com/watch?v=p3GL6eKRGI0,"The less I think about Joker as a comic book movie, the more I like it. Joaquin Phoenix is brilliant...Grim, gritty, harsh, and disturbing.",2628472,7/10,POSITIVE,Dan Murrell,http://resizing.flixster.com/CDJCVP5SUECQLtTIp7h-In4PlaQ=/128x128/v1.YzszMDYwO2c7MTkzMDU7MjA0ODsxNTA7MTUw,dan-murrell,2372,Screen Junkies
489,"Sep 20, 2019",True,False,False,False,https://www.phoenixfilmfestival.com/blog/2019/9/joker-movie-review-by-jeff-mitchell,Another actor will have to give a superhero-like performance to wrestle the 2020 Best Actor Oscar away from Phoenix.,2628360,3.5/4,POSITIVE,Jeff Mitchell,http://resizing.flixster.com/UYTEhp9GnBYA05yXnl3f6SH95fM=/128x128/v1.YzszMzk2O2o7MTkzMDU7MjA0ODszMDA7MzAw,jeff-mitchell,3500,Phoenix Film Festival
490,"Sep 20, 2019",True,False,False,False,https://www.flickeringmyth.com/2019/09/toronto-international-film-festival-2019-joker-review/,Phillips directs a pretty entertaining film that is commanded by Phoenix's performance. His commitment to the role is Joker's most compelling aspect and he makes it his own through his physicality and delivery.,2628245,,POSITIVE,Ricky Church,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,ricky-church,2936,Flickering Myth
491,"Sep 20, 2019",False,True,False,False,https://www.mtrnetwork.net/joker-isnt-as-audacious-as-it-thinks-it-is/,Joker desperately searches for something to make it distinctive - and it doesn't succeed.,2628048,7/10,NEGATIVE,Joi Childs,http://resizing.flixster.com/X9GVtGqCH5Cro8vBz3MnV-QWFsA=/128x128/v1.YzszMDEyO2o7MTkzMDU7MjA0ODs0ODU7NDg1,joi-childs,3486,MTR Network
492,"Sep 18, 2019",False,True,False,False,http://www.cinegarage.com/55795-tiff-2019-joker-critica-de-erick-estrada/,"The formula of the movie betrays us... it leaves us halfway to the demonstration of, as it is literally and figuratively said in the movie, ""we are all clowns"". [Full Review in Spanish]",2627409,,NEGATIVE,Erick Estrada,http://resizing.flixster.com/tJE9u_2J__SFBpWNCtuX9CSwaAQ=/128x128/v1.YzsxMDAwMDAyNzI1O2o7MTkzMTQ7MjA0ODszMDA7MzAw,erick-estrada,2620,Cinegarage
493,"Sep 17, 2019",True,False,False,False,https://thatshelf.com/tiff-2019-joker-review/,"Joker is about a lunatic gaining infamy, sure. But this film is really about a movement. It's about what happens to people who fall through the cracks.",2627055,,POSITIVE,Victor Stiff,http://resizing.flixster.com/jMHvkGM3AerkKvzGW9cDLhJDMKY=/128x128/v1.YzsxMDAwMDAyODQ4O2o7MTkzMTQ7MjA0ODs1MDA7NTAw,victor-stiff,2642,That Shelf
494,"Sep 17, 2019",True,False,False,True,http://dwightbrownink.com/new-wave-of-black-films-crests-at-2019-toronto-international-film-festival/,[Joaquin] Phoenix creates a snake of a man with few to no redeeming qualities and along the way he turns in a blistering performance that should get him a front row seat on Oscar night.,2626945,2.5/4,POSITIVE,Dwight Brown,http://resizing.flixster.com/kNm0kJ8G9fNAdPk_8tzD5HlOd8c=/128x128/v1.YzszODUxO2o7MTkzMDU7MjA0ODszMDA7MzAw,dwight-brown-18916,2287,National Newspaper Publishers Association
495,"Sep 17, 2019",False,True,False,False,https://www.filminquiry.com/joker-2019-review-tiff/,"Joaquin Phoenix is, far and above, the best part of Joker. Besides him, though, this is a comic book story dead on arrival.",2626858,,NEGATIVE,David Fontana,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,david-fontana,2813,Film Inquiry
496,"Sep 16, 2019",True,False,False,True,https://torontosun.com/entertainment/movies/joker-review-joaquin-phoenix-and-todd-phillips-craft-dark-masterpiece,[Todd] Phillips and [Joaquin] Phoenix deserve credit for reimagining what a comic book movie can be. One that isn't encumbered with setting up multi-movie plot lines and one that can go to places other films in this genre can't.,2626569,4/4,POSITIVE,Mark Daniell,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mark-daniell,725,Toronto Sun
497,"Sep 16, 2019",True,False,False,False,https://www.ioncinema.com/reviews/todd-phillips-joker-review,"If Scorsese's 1976 classic Taxi Driver is a classier comparison for what Phillips concocts, what we have here is, without a doubt, a success thanks to an uncomfortable, disturbing portrait of a social outcast by Joaquin Phoenix.",2626518,3.5/5,POSITIVE,Nicholas Bell,http://resizing.flixster.com/tY_jaEEXAVrF4bklGEARCrdPgX4=/128x128/v1.YzszMDExO2o7MTkzMDU7MjA0ODs4NzI7ODcy,nicholas-bell,3108,IONCINEMA.com
498,"Sep 16, 2019",True,False,False,True,https://www.youtube.com/watch?v=sbAHm3BbGiU,"There is a lot of exceptional work on display here, but I can't shake the fact that I felt kind of empty at the end of it.",2626430,3.5/5,POSITIVE,Perri Nemiroff,http://resizing.flixster.com/meUGtUGemFMwJRbOSwX0FsU5PC8=/128x128/v1.YzsyODYxO2c7MTkzMDU7MjA0ODsxNTA7MTUw,perri-nemiroff,2364,Perri Nemiroff (YouTube)
499,"Sep 16, 2019",False,True,False,False,https://www.filmfreakcentral.net/ffc/2019/09/tiff-2019-joker.html,"If nothing else, Todd Phillips's Joker proves that two scenes do not a movie make.",2626369,2/4,NEGATIVE,Bill Chambers,http://resizing.flixster.com/i2gJDhE0r3sTOW1PIKM9mchXh3M=/128x128/v1.YzsxMDAwMDAyNjY1O2o7MTkzMTQ7MjA0ODszMDA7MzAw,bill-chambers,559,Film Freak Central
500,"Sep 16, 2019",True,False,False,False,http://www.otroscines.com/nota-14992-critica-ii-de-guason-joker-de-todd-phillips-con-joaquin,A fascinating and portentous story in its size and psychological scope. [Full Review in Spanish],2626353,4.5/5,POSITIVE,Diego Batlle,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,diego-batlle-18293,2766,Otroscines.com
501,"Sep 15, 2019",True,False,False,False,https://www.awardscircuit.com/2019/09/15/tiff-film-review-joker/,"Fueled by strong performances and a disturbing story, ""Joker"" is one of the most interesting movies this year. Regardless of the reactions to it, it will be something that's going to talked about for a long time.",2626333,3/4,POSITIVE,Adriana Gomez-Weston,http://resizing.flixster.com/L-k-aWmtpVVg2QobtyvEWw30Pms=/128x128/v1.YzszMTg1O2o7MTkzMDU7MjA0ODszMDA7MzAw,adriana-gomez-weston,2586,AwardsCircuit.com
502,"Sep 15, 2019",True,False,False,False,https://www.worldofreel.com/blog/2019/9/9ee7sjsw3uip55imy3xozux9y11f6g,"Although ""Joker,"" directed with passionate fury by Todd Phillips, is an entirely gripping movie, one cannot imagine it being as successful without Phoenix's landmark performance.",2626300,B+,POSITIVE,Jordan Ruimy,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jordan-ruimy,2862,World of Reel
503,"Sep 13, 2019",False,True,False,False,https://www.theyoungfolks.com/review/136408/tiff-2019-movie-review-joaquin-phoenixs-joker-is-the-anti-hero-we-never-needed/,"This movie is indeed terrifying, but that's because it's horrifically, unintentionally insightful of how such men are viewed, both from without and within.",2625919,3/10,NEGATIVE,Andrea Thompson,http://resizing.flixster.com/ukuKod3wCE4ho7xxP30JhSXGFYg=/128x128/v1.YzszMjczO2c7MTkzMDU7MjA0ODsxNTA7MTUw,andrea-thompson,2543,The Young Folks
504,"Sep 13, 2019",True,False,False,False,https://themuse.jezebel.com/todd-phillipss-joker-delivers-a-strangely-uncool-versio-1838073237,"This is a fascinating, occasionally charming movie about a clown with an artsy veneer.",2625918,,POSITIVE,Sarah Hagi,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,sarah-hagi,2994,The Muse/Jezebel
505,"Sep 13, 2019",False,True,False,False,https://www.culturewhisper.com/r/cinema/joker_joaquin_phoenix_robert_de_niro_film/13603?fbclid=IwAR2tdJjs0IdztXvSslaC5F2eIGjcN_wlwaUFEEkvn7ID7XX3lcv3tZmE4jw,"In Joker there's no finesse, no nuance between the delusion of one narcissist and the hypnosis of an infected society ready to burn itself to the ground in the name of power.",2625626,2/5,NEGATIVE,Ella Kemp,http://resizing.flixster.com/jV_oi4rwL7PqD2UDQxbRl2FRHnc=/128x128/v1.YzsyOTc0O2o7MTkzMDU7MjA0ODs0MDA7NDAw,ella-kemp,3081,Culture Whisper
506,"Sep 13, 2019",True,False,False,False,https://www.galvnews.com/entertainment/free/article_4715cdb5-1dd5-5e25-89c2-30a265e4ad69.html,Attention to detail and creativity combined with a bit of madness and a fully realized lead performance make Joker one of the most creative endeavors of the year.,2625580,A-,POSITIVE,Dustin Chase,http://resizing.flixster.com/Ak2mNwyYLPTp-HXoKIbmn6h54BQ=/128x128/v1.YzszMzY0O2o7MTkzMDU7MjA0ODszMDA7MzAw,dustin-chase,3461,Galveston Daily News
507,"Sep 12, 2019",False,True,False,False,https://www.theonlycritic.com/single-post/2019/09/12/TIFF-2019-Review-Todd-Phillips-wildly-unoriginal-Joker-isnt-clowning-around,"There's a more audacious film lurking in ""Joker,"" yet there's no denying how the discourse that'll soak up the airwaves is exactly the type of conversation the iconic villain would want us to have. Whether we like it or not, the joke's on us.",2625424,C+,NEGATIVE,Nate Adams,http://resizing.flixster.com/q30MXYPuNyBQJouKRjztIYU-6GY=/128x128/v1.YzszMDY4O2o7MTkzMDU7MjA0ODszMDA7MzAw,nate-adams,3180,The Only Critic
508,"Sep 12, 2019",True,False,False,True,https://birthmoviesdeath.com/2019/09/12/tiff-2019-review-joker,"When he finally does, Phillips builds to a climax of chaotic evil that certainly ranks among the most technically accomplished sequences of his career.",2625308,,POSITIVE,Charles Bramesco,http://resizing.flixster.com/lHZLMw2XTyzNr-dS_sAe0x7QbJs=/128x128/v1.YzsyOTgzO3A7MTkzMDU7MjA0ODszMjM7MzIz,charles-bramesco,2409,Birth.Movies.Death.
509,"Sep 12, 2019",True,False,False,False,https://thejamreport.com/2019/09/13/tiff-review-joker-is-a-divisive-turbulent-and-maddening-work/,"A divisive, turbulent, and maddening work, 'Joker' will either feel like a breath of fresh air or simply too much.",2625277,3/5,POSITIVE,Doug Jamieson,http://resizing.flixster.com/pP5mkHCYl-KzEMWTrY_N_wuYuyE=/128x128/v1.YzszMTMzO2o7MTkzMDU7MjA0ODszMDA7MzAw,doug-jamieson,3187,The Jam Report
510,"Sep 12, 2019",False,True,False,True,https://www.theglobeandmail.com/arts/film/reviews/article-why-so-serious-todd-phillipss-joaquin-phoenix-starring-joker-is-not/,"Honestly, I'm not sure what Joker is here for, other than to cause a clumsily manufactured uproar.",2625281,2/4,NEGATIVE,Barry Hertz,http://resizing.flixster.com/e2SH2ORt-8P3P0Rval9T4Ee_ktY=/128x128/v1.YzsyODg0O2c7MTkzMDU7MjA0ODsxNTA7MTUw,barry-hertz,662,Globe and Mail
511,"Sep 12, 2019",True,False,False,False,https://www.blackfilm.com/read/2019/09/tiff19-review-joker/,Joker is powerful and disturbing..in a good way. Phoenix has never been better AND scary. A highly entertaining drama that evolves to a can't forget thriller.,2625211,3/4,POSITIVE,Wilson Morales,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,wilson-morales,1321,BlackFilm.com
512,"Sep 12, 2019",True,False,False,False,http://cocalecas.net/2019/09/tiff-critica-a-joker-2019-de-todd-phillips/,We can be content to enjoy a work that manages to modernize a character carved in the collective imagination in a completely original way. [Full review in Spanish],2625207,,POSITIVE,Ruben Peralta Rigaud,http://resizing.flixster.com/iJuPOAOBx0ca2c27UWNXCn-q7eE=/128x128/v1.YzsyOTA2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,ruben-peralta-rigaud,2824,Cocalecas
513,"Sep 12, 2019",False,True,False,False,https://www.thrillist.com/entertainment/nation/joker-movie-review-joaquin-phoenix-batman-villain/entertainment,"The movie isn't badly made or even ugly to look at, but there's a mean, smug little heart at the center of it that, at best, irresponsibly frames a familiar male power fantasy as a revolutionary act.",2625125,,NEGATIVE,Emma Stefansky,http://resizing.flixster.com/oun2PdnVqJQOLPgxOufU-yCZ5vQ=/128x128/v1.YzszMDA0O2o7MTkzMDU7MjA0ODsyMzIwOzIzMjA,emma-stefansky,2715,Thrillist
514,"Sep 11, 2019",True,False,False,False,https://www.joblo.com/movie-news/review-joker-tiff-2019,The most uncompromising American film since FIRST REFORMED.,2624937,,POSITIVE,Chris Bumbray,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,chris-bumbray,573,JoBlo's Movie Network
515,"Sep 11, 2019",True,False,False,False,http://www.otroscines.com/nota-14979-critica-de-guason-joker-de-todd-phillips-con-joaquin-ph,"There are many brilliant moments in the film, most of which are provided by Phoenix himself. But the dramatic intensity can be a lot to stand. You could almost hear Heath Ledger's Joker ask ""Why so serious?"" [Full Review in Spanish]",2624924,3/5,POSITIVE,María Fernanda Mugica,http://resizing.flixster.com/iKbNiWm2sQTx7sAPNo0Z-oRzS7A=/128x128/v1.YzszNzMyO2o7MTkzMDU7MjA0ODszMDA7MzAw,maria-fernanda-mugica,2766,Otroscines.com
516,"Sep 11, 2019",True,False,False,False,https://weliveentertainment.com/welivefilm/tiff-2019-review-joker-is-a-deeply-disturbing-and-complex-character-study/,"Joker is a dark and complex exploration of mental illness, led by Phoenix's phenomenal performance, which elevates the film to the next level.",2624896,10/10,POSITIVE,Scott Menzel,http://resizing.flixster.com/RVrBV0wumE292HuKwnLCOrXguVw=/128x128/v1.YzsyNzgyO2c7MTkzMDU7MjA0ODsxNTA7MTUw,scott-menzel,2789,We Live Entertainment
517,"Sep 11, 2019",True,False,False,False,https://freshfiction.tv/tiff-review-joker-lives-up-to-the-hype-delivers-a-knock-out-joaquin-phoenix-performance-and-film/,JOKER looks for human decency rather than anarchic wish fulfillment.,2624777,A-,POSITIVE,James Clay,http://resizing.flixster.com/oKMkEAWWXu_L2aRUTjYq9MbtO-A=/128x128/v1.YzszMTk0O2o7MTkzMDU7MjA0ODszMDA7MzAw,james-clay,2915,Fresh Fiction
518,"Sep 11, 2019",True,False,False,False,https://vanyaland.com/2019/09/10/tiff-review-joaquin-phoenix-brings-the-interesting-joker-to-life/,There's plenty about Joker that makes it always compelling and watchable.,2624609,,POSITIVE,Nick Johnston,http://resizing.flixster.com/dmmks1S7XGI54kdt_Txi4hm2xGI=/128x128/v1.YzszMjAyO2o7MTkzMDU7MjA0ODszMDA7MzAw,nick-johnston,3294,Vanyaland
519,"Sep 11, 2019",False,True,False,True,https://www.vulture.com/2019/10/joker-movie-review-joaquin-phoenix-as-arthur-fleck.html,"As Hannah Arendt saw banality in the supposed evil of the Nazi Adolf Eichmann, I see in Joker an attempt to elevate nerdy revenge to the plane of myth. That's scary on a lot of different levels.",2624561,,NEGATIVE,David Edelstein,http://resizing.flixster.com/I-ilgrMQvZ721rPr5WmMnqV5h0M=/38x39/v1.YzsxNjEwO2c7MTkzMDU7MjA0ODszODszOQ,david-edelstein,334,New York Magazine/Vulture
520,"Sep 11, 2019",True,False,False,False,https://youtu.be/ry89RM-UHy0,Joker will truly change how we view comic book films and is one of the best origin films ever done. Joker is a truly disturbing and terrifying commentary on our current society. Joaquin Phoenix delivers a chilling performance that everyone will remember.,2624504,,POSITIVE,Sharronda Williams,http://resizing.flixster.com/c0lerb86O_s30zIYOFn96LsHZr8=/128x128/v1.YzszMDIwO2o7MTkzMDU7MjA0ODsyMTA7MjEw,sharronda-williams,3086,Pay or Wait
521,"Sep 11, 2019",True,False,False,False,https://cinemaaxis.com/2019/09/11/tiff-2019-joker/,"Todd Phillips' Joker offers a new take on The Clown Prince of Crime, one that unapologetically holds up a mirror in our divided modern times.",2624478,A-,POSITIVE,Courtney Small,http://resizing.flixster.com/ZfwCi01HUTEgA4PurdqS4yCrrus=/128x128/v1.YzszMTkxO2o7MTkzMDU7MjA0ODszMDA7MzAw,courtney-small,3296,Cinema Axis
522,"Sep 11, 2019",False,True,False,False,https://consequenceofsound.net/2019/09/tiff-film-review-joker/,"There's probably a lot of fanfiction out there that's far more innovative, provocative, profane, incisive, and effective than Joker.",2624471,C,NEGATIVE,Sarah Kurchak,http://resizing.flixster.com/HmF3Wq3qXaqYzWwN23rxSzuObRo=/128x128/v1.YzsyNTY0O2c7MTkzMDU7MjA0ODsxNTI7MTY4,sarah-kurchak,2610,Consequence
523,"Sep 11, 2019",True,False,False,False,https://www.heyuguys.com/joker-review/,"Light on the laughs and lacking in moral backbone of its own, Joker settles for its decent performances and some stylish filmmaking",2624405,3/5,POSITIVE,Adam Solomons,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,adam-solomons,2473,HeyUGuys
524,"Sep 11, 2019",False,True,False,False,https://bloody-disgusting.com/reviews/3582967/tiff-review-power-politics-joker/,"It hardly matters if the audience is aware of the Joker's origin story or not because there is only one way that this tale can end. This, unfortunately, robs the film of most of its tension and rising action.",2624400,3/5,NEGATIVE,Joe Lipsett,http://resizing.flixster.com/BFGgBuKK1rScWpGmA7caxyQVMjo=/128x128/v1.YzszMDU3O2o7MTkzMDU7MjA0ODszNjA7Mzgx,joe-lipsett,1667,Bloody Disgusting
525,"Sep 11, 2019",False,True,False,False,https://nowtoronto.com/movies/tiff2019/tiff-review-joker-joaquin-phoenix/,"Despite Joaquin Phoenix's performance, this super-serious stand-alone origin story is very expensive and utterly hollow.",2624387,2/5,NEGATIVE,Norman Wilner,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,norman-wilner,2407,NOW Toronto
526,"Sep 10, 2019",False,True,False,True,https://www.vox.com/culture/2019/9/10/20858765/joker-review-joaquin-phoenix,"Joker is a tightly directed mood piece with an unforgettable performance at its center, but it's not much more than a mask, with nothing but banality behind.",2624372,2.5/5,NEGATIVE,Alissa Wilkinson,http://resizing.flixster.com/yQchEmVz7cDx-QhdW1GsRAwu8xs=/128x128/v1.YzsyNjQ2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,alissa-wilkinson,2588,Vox
527,"Sep 10, 2019",True,False,False,True,https://film.avclub.com/joaquin-phoenix-goes-full-taxi-driver-for-the-shallow-b-1838730448,"Joker may cop its values, aesthetic and philosophical, from other films, but at least it has values.",2624359,B-,POSITIVE,A.A. Dowd,http://resizing.flixster.com/rpNIShVhKpoT7GtwywVV5aHXD9A=/128x128/v1.YzsxMDAwMDAyNjk0O2o7MTkzMTQ7MjA0ODs0MDA7NDAw,aa-dowd,833,AV Club
528,"Sep 10, 2019",True,False,False,False,https://www.highdefdigest.com/blog/tiff-2019-joker-movie-review/,"Joker is no joke. The film challenges our emotions and prods at some fundamental ideas and biases. It's a complex tale told with sophistication and nuance, far quieter and more precise than the rhetoric will surely be.",2624349,A-,POSITIVE,Jason Gorber,http://resizing.flixster.com/-AiH5zFhHOW5neUsuT8vjLnEWm4=/128x128/v1.YzsyNzExO2c7MTkzMDU7MjA0ODsxNTA7MTUw,jason-gorber,2983,HighDef Digest
529,"Sep 10, 2019",False,True,False,True,https://www.slantmagazine.com/film/review-joker-is-a-punishingly-self-serious-mishmash-of-borrowed-parts/,The film is one that might have been dreamed up by one of the cynical bros from the Hangover during a blacked-out stupor.,2624352,1.5/4,NEGATIVE,Keith Uhlich,http://resizing.flixster.com/XGyaQF7JLpFjuSPwEBN6Mp0q1t0=/38x42/v1.YzsxNzE1O2c7MTkzMDU7MjA0ODszODs0Mg,keith-uhlich,821,Slant Magazine
530,"Sep 10, 2019",True,False,False,False,https://www.businessinsider.com/joker-review-a-chilling-story-with-a-real-world-feel-2019-9,"The Clown Prince of Crime has always been a favorite character to play for actors, but here Joaquin Phoenix takes it to its darkest place.",2624338,,POSITIVE,Jason Guerrasio,http://resizing.flixster.com/tINfGl4_L5GZrIih3fPs_M-rrT0=/128x128/v1.YzsyNzg2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,jason-guerrasio,2877,Business Insider
531,"Sep 10, 2019",True,False,False,False,https://www.elmundo.es/metropoli/cine/2019/10/03/5d95b35dfdddff0e058b4594.html,A 'Taxi Driver' for the era of memes. [Full Review in Spanish],2624308,5/5,POSITIVE,Luis Martínez,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,luis-martinez-18379,2778,El Mundo (Spain)
532,"Sep 10, 2019",True,False,False,False,https://movienetworkpr.com/resena-de-joker-con-joaquin-phoenix/,Phoenix carries all the load in a movie that transcends the comic pages and will provoque all types of reactions. [Full review in Spanish],2624297,3.5/5,POSITIVE,Orlando Maldonado,http://resizing.flixster.com/mCdLkNvpkemUuC-UlGquYyjKHMs=/128x128/v1.YzsyNzc5O2c7MTkzMDU7MjA0ODsxNTA7MTUw,orlando-maldonado,2831,Movie Network
533,"Sep 10, 2019",False,True,False,False,https://uproxx.com/entertainment/joker-review-tiff/,Joker is the perfect movie for 2019. Joker is our comeuppance.,2624245,4/10,NEGATIVE,Mike Ryan,http://resizing.flixster.com/Z32okNx2pVCABNZoWT9dLAlSJEc=/128x128/v1.YzsyNzUzO2c7MTkzMDU7MjA0ODsxNTA7MTUw,mike-ryan-16092,2639,Uproxx
534,"Sep 10, 2019",True,False,False,True,https://www.thetimes.co.uk/article/joker-review-this-is-no-joke-its-a-jewel-6cnx8rn7n,"It's a beautiful demented jewel of a film. The superhero movie, alas, for our time.",2624236,5/5,POSITIVE,Kevin Maher,http://resizing.flixster.com/ZJ0wszKGBQTRRb-cq3t91WTLKKU=/128x128/v1.YzszNDc1O3A7MTkzMDU7MjA0ODszNDA7MzQw,kevin-maher,823,Times (UK)
535,"Sep 10, 2019",True,False,False,True,https://nypost.com/2019/10/02/joker-review-a-horrifying-artful-deep-dive-into-a-violent-maniacs-head/,"...it's certainly worth seeing for Phoenix, whose mournful eyes and choking laugh perfectly embody his character's lifelong query: ""Is it just me, or is it getting crazier out there?""",2624229,2.5/4,POSITIVE,Sara Stewart,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,sara-stewart,336,New York Post
536,"Sep 10, 2019",True,False,False,False,https://wp.me/p2v8yf-3Sx,"Todd Phillips directs violently bonkers, disturbing reimagined, reinvigorated version of one of DC Comics favorite villains with batshit, crazy , genius performance from Joaquin Phoenix. Also starring Zazie Beetz, Frances Conroy and Shea Whigham",2624221,,POSITIVE,Carla Renata,http://resizing.flixster.com/KasJP9vwsnGVELROmWTs0qqRnTg=/128x128/v1.YzszMjYyO2c7MTkzMDU7MjA0ODsxNTA7MTUw,carla-renata,3364,The Curvy Film Critic
537,"Sep 10, 2019",False,True,False,False,http://cinemalogue.com/2019/09/10/joker/,"JOKER-a middlebrow impression of highbrow-has a moral compass, and it's pointed in the wrong direction.",2624212,,NEGATIVE,Rubin Safaya,http://resizing.flixster.com/GA8t0rGgjQtPqKRssjnL_LRShkk=/128x128/v1.YzsyODk3O2c7MTkzMDU7MjA0ODsxNTA7MTUw,rubin-safaya,1731,Cinemalogue
538,"Sep 10, 2019",False,True,False,False,http://www.solzyatthemovies.com/2019/09/10/toronto-2019-joker/,Joker isn't the traditional comic book movie and presents villains sympathetically in a cringe-worthy way.,2624200,1/5,NEGATIVE,Danielle Solzman,http://resizing.flixster.com/N5hAP-A7JuuK1RAgW8AXl4J0_2Y=/128x128/v1.YzszMjA5O2c7MTkzMDU7MjA0ODsxNTA7MTUw,danielle-solzman,2921,Solzy at the Movies
539,"Sep 10, 2019",True,False,False,False,https://weliveentertainment.com/welivefilm/tiff-2019-joker-review/,"Joker is by no means an easy film to watch, but one that so ardently points out our shortcomings as a society. Incredibly poignant and disconcerting.",2624158,,POSITIVE,Ashley Menzel,http://resizing.flixster.com/s97OGX3QM0SsSEiE1n-U7RVcMW4=/128x128/v1.YzsyODExO2c7MTkzMDU7MjA0ODsxNTA7MTUw,ashley-menzel,2789,We Live Entertainment
540,"Sep 10, 2019",True,False,False,False,https://www.slashfilm.com/joker-review/,"A violent, nihilistic horror film masquerading as both a character drama and a comic book movie",2624132,8/10,POSITIVE,Chris Evangelista,http://resizing.flixster.com/237PFCiNl33eeBk9-PtNfAR_4oo=/128x128/v1.YzsyODA1O2c7MTkzMDU7MjA0ODsxNTA7MTUw,chris-evangelista,1996,Slashfilm
541,"Sep 10, 2019",False,True,False,True,https://www.usmagazine.com/entertainment/news/joker-review-joaquin-phoenix-disturbs-in-ultra-violent-story/,This predictable brand of cold-hearted cynicism is not worth your time. Seriously.,2624104,,NEGATIVE,Mara Reinstein,http://resizing.flixster.com/IUZIQmW2kRuFQnlpq-giDpzqpdg=/38x42/v1.YzsyNDEzO2c7MTkzMDU7MjA0ODszODs0Mg,mara-reinstein,2128,Us Weekly
542,"Sep 10, 2019",False,True,False,True,https://ew.com/movie-reviews/2019/09/10/joker-review/,"A movie with the message this one hammers home again and again... feels too volatile, and frankly too scary, to separate from the very real violence committed by young men like Joaquin Phoenix's Arthur Fleck in America almost every day.",2624029,,NEGATIVE,Leah Greenblatt,http://resizing.flixster.com/QrMR0woOeAZi2eRuICBklaJyQrQ=/128x128/v1.YzsyOTAwO2c7MTkzMDU7MjA0ODsxNTA7MTUw,leah-greenblatt,150,Entertainment Weekly
543,"Sep 10, 2019",True,False,False,False,http://splashreport.com/tiff-film-review-joaquin-phoenix-joker/,"Joaquin Phoenix's phenomenal performance elevates this creepy, somber, and disturbing origin story that excels when it focuses on its titular character and stumbles when it tries to be a civics lesson",2624021,B+,POSITIVE,J. Don Birnam,http://resizing.flixster.com/vZoeTEIRGnSvLTlREU3EzPhr-2I=/128x128/v1.YzszMTc2O2o7MTkzMDU7MjA0ODszMDA7MzAw,j-don-birnam,3263,Splash Report
544,"Sep 10, 2019",True,False,False,False,https://wegotthiscovered.com/movies/joker-review-tiff-2019/,"A macabre masterpiece, Joker's social relevance may be disputed for years, but the film and its star may never be denied the grandeur of their cinematic revolution.",2624013,9/10,POSITIVE,Luke Parker,http://resizing.flixster.com/P1YAyuRoIKDl0LUbv2q58KYjxtQ=/128x128/v1.YzszNDg5O2o7MTkzMDU7MjA0ODszMDA7MzAw,luke-parker,2481,We Got This Covered
545,"Sep 10, 2019",True,False,False,False,https://filmschoolrejects.com/joker-review/,"Joker is more like a Scorsese film than a new DCEU installment, with its pitiful, lawless subject a 1981 blend of Rupert Pupkin, Travis Bickle, and Christine Chubbuck.",2623968,,POSITIVE,Luke Hicks,http://resizing.flixster.com/h1b5tVgLXiw1fEsTk8SHOXf6-iA=/128x128/v1.YzszNzMxO2o7MTkzMDU7MjA0ODszMDA7MzAw,luke-hicks,1929,Film School Rejects
546,"Sep 7, 2019",True,False,False,False,https://www.dailymail.co.uk/tvshowbiz/article-7433645/KATE-MUIR-Stephen-Kings-creepy-clown-Pennywise-returns-doesnt-know-stop.html,"They do not disguise their debt to Martin Scorsese in a film that has clear echoes of The King of Comedy and Taxi Driver, yet Joker is also thrillingly original, with an extraordinary performance by Phoenix at its dark heart.",2623079,5/5,POSITIVE,Kate Muir,http://resizing.flixster.com/eaWLdl88JZtQDHRagNqrk6jqmZk=/128x128/v1.YzsyNjI5O2c7MTkzMDU7MjA0ODsxNTA7MTUw,kate-muir,265,Daily Mail (UK)
547,"Sep 7, 2019",True,False,False,False,https://inews.co.uk/culture/joker-venice-film-festival-review-joaquin-phoenix-delivers-a-formidable-villain/,"For the most part, it works a treat.",2622960,4/5,POSITIVE,Kaleem Aftab,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kaleem-aftab,2802,iNews.co.uk
